CALL_KEY,CALL_STATUS,CALL_DURATION,CALL_START_TIMESTAMP,MEDIA_CALLER_IP,MEDIA_CALLER_PORT,MEDIA_CALLEE_IP,MEDIA_CALLEE_PORT,MEDIA_CALLER_PVP_IP,MEDIA_CALLER_PVP_PORT,MEDIA_CALLEE_PVP_IP,MEDIA_CALLEE_PVP_PORT,CALL_DIRECTIONALITY,CALL_TYPE,CALL_TERM_PARTY,CALL_TERM_REASON,MPC_SLOT_ID,DSP_ID,DSP_CORE,DSP_CHANNEL,CALLER_LAG_ID,CALLEE_LAG_ID,SIG_PROFILE,SIP_POLICY,CUSTOMER,VQA_PROFILE,CALLER_CALL_ID,CALLEE_CALL_ID,CALLER_DISP_NAME,CALLER_USER_NAME,CALLER_HOST_NAME,CALLEE_DISP_NAME,CALLEE_USER_NAME,CALLEE_HOST_NAME,SIG_SRC_IP,SIG_SRC_PORT,SIG_PVP_IP,SIG_PVP_PORT,SIG_NEXT_HOP_IP,SIG_NEXT_HOP_PORT,INVITE_OPAQUE_DATA,SUBSCRIBE_OPAQUE_DATA,CODEC_S2IN,CODEC_S1OUT,PTIME_S1OUT,CODEC_S1IN,CODEC_S2OUT,PTIME_S2OUT,MOS_LQ_FINAL_S2IN,MOS_LQ_FINAL_S1OUT,MOS_LQ_FINAL_S1IN,MOS_LQ_FINAL_S2OUT,MOS_CQ_FINAL_S2IN,MOS_CQ_FINAL_S1OUT,MOS_CQ_FINAL_S1IN,MOS_CQ_FINAL_S2OUT,R_LQ_FINAL_S2IN,R_LQ_FINAL_S1OUT,R_LQ_FINAL_S1IN,R_LQ_FINAL_S2OUT,R_CQ_FINAL_S2IN,R_CQ_FINAL_S1OUT,R_CQ_FINAL_S1IN,R_CQ_FINAL_S2OUT,SPEECH_ACTIVITY_S2,SPEECH_ACTIVITY_S1,SPEECH_LVL_FINAL_S2IN,SPEECH_LVL_FINAL_S1OUT,SPEECH_LVL_FINAL_S1IN,SPEECH_LVL_FINAL_S2OUT,NOISE_ACTIVITY_S2,NOISE_ACTIVITY_S1,NOISE_LVL_FINAL_S2IN,NOISE_LVL_FINAL_S1OUT,NOISE_LVL_FINAL_S1IN,NOISE_LVL_FINAL_S2OUT,SNR_FINAL_S2IN,SNR_FINAL_S1OUT,SNR_FINAL_S1IN,SNR_FINAL_S2OUT,AEC_WAEPL_S2,AEC_WAEPL_S1,AEC_DELAY_S2,AEC_DELAY_S1,PKT_JITTER_AVG_S2,PKT_JITTER_AVG_S1,PKT_LOSS_AVG_S2,PKT_LOSS_AVG_S1,PKT_DISC_AVG_S2,PKT_DISC_AVG_S1,PKT_COUNT_LOST_S2,PKT_COUNT_LOST_S1,PKT_COUNT_DISC_S2,PKT_COUNT_DISC_S1,PKT_COUNT_RX_S2,PKT_COUNT_TX_S1,PKT_COUNT_RX_S1,PKT_COUNT_TX_S2,CALL_PDD_DUR,CALL_ALERT_DUR,RTP_SRC_MISMATCH_S2IN,RTP_SRC_MISMATCH_S1IN,RTCP_SRC_MISMATCH_S2IN,RTCP_SRC_MISMATCH_S1IN,DTMF_EVENT_S2IN,DTMF_EVENT_S1OUT,DTMF_EVENT_S1IN,DTMF_EVENT_S2OUT,SSRC_CHANGE_S2IN,SSRC_CHANGE_S1IN,SEQ_NUM_JUMP_S2IN,SEQ_NUM_JUMP_S1IN,LAST_SSRC_S2IN,LAST_SSRC_S1IN,MUSIC_EVENT_S2,MUSIC_EVENT_S1,MUSIC_MAX_LVL_S2,MUSIC_MAX_LVL_S1,MUSIC_MAX_DUR_S2,MUSIC_MAX_DUR_S1
2147483701,0x00300040,180,1451888136,10.20.1.17,1318,10.20.1.18,1318,10.20.1.55,10628,10.20.1.55,10630,1,0,0,1,7,15,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14252434965975,GLPG14252434965975,148,148,10.20.1.17,148,148,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10370,5794,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9015,8582,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CA07901,0x1CC3C301,0,0,,,,
2147483702,0x00100040,180,1451888136,10.20.1.17,1324,10.20.1.18,1324,10.20.1.55,10640,10.20.1.55,10642,1,0,0,1,5,17,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14252634965994,GLPG14252634965994,151,151,10.20.1.17,151,151,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,1.1,3.3,3.1,3.2,87,91,64,66,13,67,63,65,7661,12237,-10,-10,-10,-12,10367,5792,-57,-61,-35,-37,47,51,25,25,36,,640,,0,0,0,0,0,0,0,0,0,0,8582,9014,8582,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CE94901,0x1D07B701,0,0,,,,
2147483703,0x00300040,180,1451888136,10.20.1.17,1330,10.20.1.18,1330,10.20.1.55,10652,10.20.1.55,10654,1,0,1,1,7,18,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14252634966003,GLPG14252634966003,154,154,10.20.1.17,154,154,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10373,5797,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9017,8582,9017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CEFC301,0x1CD4B101,0,0,,,,
2147483704,0x00300040,180,1451888136,10.20.1.17,1336,10.20.1.18,1336,10.20.1.55,10664,10.20.1.55,10666,1,0,0,1,5,20,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14252834966030,GLPG14252834966030,157,157,10.20.1.17,157,157,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10368,5792,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9014,8582,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1D033A01,0x1CB10601,0,0,,,,
2147483705,0x00100040,180,1451888136,10.20.1.17,1342,10.20.1.18,1342,10.20.1.55,10672,10.20.1.55,10674,1,0,1,1,5,21,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14252834966039,GLPG14252834966039,160,160,10.20.1.17,160,160,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,1.1,3.3,3.1,3.2,87,91,64,66,13,67,63,65,7661,12237,-10,-10,-10,-12,10376,5801,-57,-61,-35,-37,47,51,25,25,36,,640,,0,0,0,0,0,0,0,0,0,0,8582,9018,8582,9019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CE9D101,0x1CDFB101,0,0,,,,
2147483706,0x00300040,180,1451888136,10.20.1.17,1348,10.20.1.18,1348,10.20.1.55,10684,10.20.1.55,10686,1,0,1,1,7,22,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253034966058,GLPG14253034966058,163,163,10.20.1.17,163,163,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10375,5799,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9018,8582,9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CC15201,0x1CE69201,0,0,,,,
2147483707,0x00300040,180,1451888136,10.20.1.17,1354,10.20.1.18,1354,10.20.1.55,10700,10.20.1.55,10702,1,0,1,1,7,24,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253234966081,GLPG14253234966081,166,166,10.20.1.17,166,166,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10370,5795,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9015,8582,9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1D03DD01,0x1C951801,0,0,,,,
2147483708,0x00300040,180,1451888136,10.20.1.17,1360,10.20.1.18,1360,10.20.1.55,10712,10.20.1.55,10714,1,0,0,1,5,26,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253234966090,GLPG14253234966090,169,169,10.20.1.17,169,169,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10367,5791,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9014,8582,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CE10E01,0x1CC95501,0,0,,,,
2147483709,0x00300040,180,1451888136,10.20.1.17,1366,10.20.1.18,1366,10.20.1.55,10728,10.20.1.55,10730,1,0,0,1,5,28,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253434966107,GLPG14253434966107,172,172,10.20.1.17,172,172,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10366,5790,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9013,8582,9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1C9D9501,0x1CA8C301,0,0,,,,
2147483710,0x00300040,180,1451888136,10.20.1.17,1372,10.20.1.18,1372,10.20.1.55,10732,10.20.1.55,10734,1,0,1,1,7,28,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253434966116,GLPG14253434966116,175,175,10.20.1.17,175,175,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10368,5792,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9014,8582,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CAF0B01,0x1CFFB101,0,0,,,,
2147483711,0x00300040,180,1451888136,10.20.1.17,1378,10.20.1.18,1378,10.20.1.55,10744,10.20.1.55,10746,1,0,0,1,5,30,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253634966139,GLPG14253634966139,178,178,10.20.1.17,178,178,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10363,5786,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9012,8581,9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CED2101,0x1CE8C801,0,0,,,,
2147483712,0x00300040,180,1451888136,10.20.1.17,1384,10.20.1.18,1384,10.20.1.55,10764,10.20.1.55,10766,1,0,1,1,7,32,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253834966158,GLPG14253834966158,181,181,10.20.1.17,181,181,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10366,5790,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9013,8582,9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1C8F7701,0x1C8A8F01,0,0,,,,
2147483713,0x00300040,180,1451888136,10.20.1.17,1390,10.20.1.18,1390,10.20.1.55,10776,10.20.1.55,10778,1,0,1,1,5,34,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253834966167,GLPG14253834966167,184,184,10.20.1.17,184,184,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10361,5786,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9011,8582,9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1C9C4801,0x1CA7AE01,0,0,,,,
2147483714,0x00300040,180,1451888137,10.20.1.17,1396,10.20.1.18,1396,10.20.1.55,10788,10.20.1.55,10790,1,0,1,1,7,35,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14254034966186,GLPG14254034966186,187,187,10.20.1.17,187,187,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10362,5786,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9011,8582,9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CA28401,0x1CA8EC01,0,0,,,,
2147483715,0x00300040,180,1451888137,10.20.1.17,1402,10.20.1.18,1402,10.20.1.55,10796,10.20.1.55,10798,1,0,0,1,7,36,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14254034966195,GLPG14254034966195,190,190,10.20.1.17,190,190,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10363,5785,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9012,8581,9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CADBD01,0x1CE27A01,0,0,,,,
2147483716,0x00300040,180,1451888137,10.20.1.17,1408,10.20.1.18,1408,10.20.1.55,10804,10.20.1.55,10806,1,0,0,1,7,37,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14254234966216,GLPG14254234966216,193,193,10.20.1.17,193,193,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10364,5788,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9012,8582,9012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1C9E0501,0x1CA52B01,0,0,,,,
2147483717,0x00300040,180,1451888137,10.20.1.17,1414,10.20.1.18,1414,10.20.1.55,10820,10.20.1.55,10822,1,0,1,1,7,39,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14254434966235,GLPG14254434966235,196,196,10.20.1.17,196,196,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10359,5784,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9010,8582,9010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CFC0A01,0x1C9AB101,0,0,,,,
2147483718,0x00300040,180,1451888137,10.20.1.17,1420,10.20.1.18,1420,10.20.1.55,10824,10.20.1.55,10826,1,0,0,1,5,40,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14254434966244,GLPG14254434966244,199,199,10.20.1.17,199,199,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10361,5785,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9011,8582,9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CE8C401,0x1D03C701,0,0,,,,
2147483719,0x00300040,180,1451888137,10.20.1.17,1426,10.20.1.18,1426,10.20.1.55,10840,10.20.1.55,10842,1,0,1,1,5,42,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14254634966259,GLPG14254634966259,202,202,10.20.1.17,202,202,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10359,5783,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9010,8582,9010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CBE4701,0x1CB23B01,0,0,,,,
2147483720,0x00300040,180,1451888137,10.20.1.17,1432,10.20.1.18,1432,10.20.1.55,10848,10.20.1.55,10850,1,0,0,1,5,43,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14254634966268,GLPG14254634966268,205,205,10.20.1.17,205,205,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10359,5784,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9010,8582,9010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CBAC401,0x1D074901,0,0,,,,
2147483721,0x00300040,180,1451888137,10.20.1.17,1438,10.20.1.18,1438,10.20.1.55,10876,10.20.1.55,10878,1,0,0,1,7,46,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14254834966283,GLPG14254834966283,208,208,10.20.1.17,208,208,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10355,5780,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9008,8582,9008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CBC6301,0x1CD10001,0,0,,,,
2147483722,0x00300040,180,1451888137,10.20.1.17,1444,10.20.1.18,1444,10.20.1.55,10884,10.20.1.55,10886,1,0,0,1,7,47,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14255034966304,GLPG14255034966304,211,211,10.20.1.17,211,211,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10355,5779,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9008,8582,9008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CCE0D01,0x1CD0D001,0,0,,,,
2147483723,0x00300040,180,1451888137,10.20.1.17,1450,10.20.1.18,1450,10.20.1.55,10896,10.20.1.55,10898,1,0,1,1,5,49,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14255034966313,GLPG14255034966313,214,214,10.20.1.17,214,214,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10355,5779,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9008,8582,9008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CB41701,0x1CB99901,0,0,,,,
2147483724,0x00300040,180,1451888137,10.20.1.17,1456,10.20.1.18,1456,10.20.1.55,10904,10.20.1.55,10906,1,0,0,1,5,50,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14255234966332,GLPG14255234966332,217,217,10.20.1.17,217,217,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10354,5778,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9007,8582,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CB0DE01,0x1CBE3701,0,0,,,,
2147483725,0x00300040,180,1451888137,10.20.1.17,1462,10.20.1.18,1462,10.20.1.55,10912,10.20.1.55,10914,1,0,0,1,5,51,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14255234966341,GLPG14255234966341,220,220,10.20.1.17,220,220,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10354,5778,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9007,8582,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1D000A01,0x1CBD7601,0,0,,,,
2147483726,0x00300040,180,1451888137,10.20.1.17,1468,10.20.1.18,1468,10.20.1.55,10928,10.20.1.55,10930,1,0,0,1,5,53,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14255434966356,GLPG14255434966356,223,223,10.20.1.17,223,223,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10353,5777,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9007,8582,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CAAE301,0x1CD4C701,0,0,,,,
3221225526,0x00300040,180,1451888136,10.20.1.17,1326,10.20.1.18,1326,10.20.1.55,10648,10.20.1.55,10650,1,0,1,1,5,18,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14252634965997,GLPG14252634965997,152,152,10.20.1.17,152,152,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10353,5777,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9007,8582,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CACAC01,0x1CCCE801,0,0,,,,
3221225528,0x00300040,180,1451888136,10.20.1.17,1338,10.20.1.18,1338,10.20.1.55,10676,10.20.1.55,10678,1,0,1,1,7,21,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14252834966033,GLPG14252834966033,158,158,10.20.1.17,158,158,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10350,5775,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9005,8582,9006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1C917601,0x1C8BAD01,0,0,,,,
3221225530,0x00300040,180,1451888136,10.20.1.17,1350,10.20.1.18,1350,10.20.1.55,10696,10.20.1.55,10698,1,0,0,1,5,24,1,2,1,1,SIN04_B553_VQATWO,SIN04_B553_VQATWO,Default,SIN04_VQATWO,GLPG14253034966061,GLPG14253034966061,164,164,10.20.1.17,164,164,10.20.1.18,10.20.1.17,54098,10.20.1.193,5060,10.20.1.18,5060,,,G711Alaw,G711Alaw,20,G711Alaw,G711Alaw,20,4.1,4.2,3.2,3.3,4,4.1,3.1,3.2,87,91,64,66,86,90,63,65,7661,12237,-10,-10,-10,-12,10350,5774,-57,-61,-35,-37,47,51,25,25,,,,,0,0,0,0,0,0,0,0,0,0,8582,9005,8582,9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x1CEFF501,0x1D050D01,0,0,,,,
