1,-1073741816,1.1,3.3,3.1,3.2
1,1073741831,4,4.1,3.1,3.2
1,-2147483644,4,4.1,3.1,3.2
1,-1073741819,4,4.1,3.1,3.2
1,-1073741817,4,4.1,3.1,3.2
1,1073741833,4,4.1,3.1,3.2
1,1073741835,4,4.1,3.1,3.2
1,-1073741818,4,4.1,3.1,3.2
1,-1073741815,4,4.1,3.1,3.2
1,1073741829,4,4.1,3.1,3.2
1,1073741832,4,4.1,3.1,3.2
1,1073741830,4,4.1,3.1,3.2
1,1073741836,4,4.1,3.1,3.2
1,-1073741820,4,4.1,3.1,3.2
1,1073741837,4,4.1,3.1,3.2
1,-2147483643,3.7,4.1,3.1,3.2
1,1073741839,4,4.1,3.1,3.2
1,-1073741809,4,4.1,3.1,3.2
1,1073741834,3.5,4.1,3.1,3.2
1,-1073741814,4,4.1,3.1,3.2
1,-1073741812,4,4.1,3.1,3.2
1,-1073741813,4,4.1,3.1,3.2
1,1073741838,4,4.1,3.1,3.2
1,-1073741805,4,4.1,3.1,3.2
1,-1073741806,4,4.1,3.1,3.2
1,-1073741811,4,4.1,3.1,3.2
1,1073741842,4,4.1,3.1,3.2
1,1073741845,4,4.1,3.1,3.2
1,-1073741810,4,4.1,3.1,3.2
1,1073741840,4,4.1,3.1,3.2
1,-1073741802,4,4.1,3.1,3.2
1,1073741841,4,4.1,3.1,3.2
1,-1073741804,4,4.1,3.1,3.2
1,-1073741803,4,4.1,3.1,3.2
1,1073741847,4,4.1,3.1,3.2
1,1073741844,4,4.1,3.1,3.2
1,1073741843,4,4.1,3.1,3.2
1,-2147483641,3.7,4.1,3.1,3.2
1,-1073741807,4,4.1,3.1,3.2
1,-1073741808,4,4.1,3.1,3.2
1,1073741848,4,4.1,3.1,3.2
1,1073741849,4,4.1,3.1,3.2
1,-2147483642,4,4.1,3.1,3.2
1,1073741846,1.1,3.3,3.1,3.2
1,-1073741799,1.1,3.3,3.1,3.2
1,-2147483639,4,4.1,3.1,3.2
1,1073741852,4,4.1,3.1,3.2
